         9752559 function calls (9703528 primitive calls) in 40.129 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scatterternary.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\surface\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\polar\radialaxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\yaxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\dimension\_values.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_yaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_constrain.py:5(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:187(_subs_tvars)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\array_algos\take.py:350(wrapper)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\api.py:78(get_objs_combined_axis)
       20    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\callback.py:11(notify)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\theeng\core\problem.py:301(_checkBounds)
        6    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_waterfallmode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_boxmode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_separators.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\barpolar\_marker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\line\_width.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\pattern\_size.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_orientation.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\_layout.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contourcarpet\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2d\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2d\_colorscale.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram\marker\pattern\_size.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram\marker\pattern\_solidity.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_calendar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\mesh3d\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattercarpet\marker\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergeo\marker\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattermapbox\marker\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolargl\marker\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolar\marker\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\coloraxis\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\xaxis\_gridwidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\zaxis\_gridwidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\zaxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\caxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_title.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\io\formats\console.py:9(get_console_size)
        6    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\generic.py:5881(<genexpr>)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\reshape\concat.py:708(_concat_indexes)
        6    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\utils\metaestimators.py:92(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:1175(_perform_select_traces)
       12    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\basedatatypes.py:3073(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\nds\fast_non_dominated_sort.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\reference_direction.py:120(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_violinmode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_sliders.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hiddenlabelssrc.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_geo.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hovermode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\legend\_tracegroupgap.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_paper_bgcolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\pattern\_fillmode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\parcoords\_domain.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\choropleth\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_showlegend.py:5(__init__)
        3    0.000    0.000    0.003    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_margin.py:118(t)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contour\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_parcats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_histogram2dcontour.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_sliderdefaults.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_meta.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendfunnelareacolors.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\line\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergl\marker\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattermapbox\marker\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\cells\fill\_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\header\_fill.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\header\fill\_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\coloraxis\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\hoverlabel\_align.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\_yaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_title.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\title\_standoff.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_z.py:5(__init__)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\reshape\concat.py:682(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\sklearn\model_selection\_split.py:2404(check_cv)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_treemapcolorway.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\colorscale\_sequential.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_template.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\animation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_minreducedheight.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_modebar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_autosize.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_uniformtext.py:5(Uniformtext)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_newselection.py:5(Newselection)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\legend\title\_text.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_barpolar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\error_x\_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_choropleth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_margin.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_margin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_contourcarpet.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contourcarpet\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contour\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_xaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_choropleth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmapgl\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmapgl\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmapgl\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2dcontour\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\histogram2dcontour\_colorscale.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\mesh3d\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_selectdirection.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_hiddenlabels.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\marker\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergeo\marker\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scattergl\marker\colorbar\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\shape\line\_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\baxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\parcoords\dimension\_label.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\coloraxis\_cmax.py:5(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\warnings.py:117(_formatwarnmsg)
       13    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\numpy\lib\function_base.py:5246(_insert_dispatcher)
        7    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:646(_is_dunder)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\_config\config.py:447(__exit__)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\dtypes\cast.py:566(_maybe_promote_cached)
        7    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:728(_constructor)
        1    0.000    0.000    0.001    0.001 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\apply.py:890(apply_standard)
        5    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\io\formats\format.py:635(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\mating.py:8(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\deprecated\classic.py:119(get_deprecated_msg)
       23    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_colorscale.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_template.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\_anchor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_xaxis.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_densitymapbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\_modebar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_editrevision.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_selections.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendtreemapcolors.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_sunburstcolorway.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_scattermode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\bar\marker\_line.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\baxis\_startlinecolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\xaxis\title\_text.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter\_y.py:5(__init__)
        1    0.000    0.000    0.002    0.002 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\layout\template\data\_contourcarpet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_contour.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\contour\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_parcoords.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_histogram.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\mesh3d\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_barmode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_parcoords.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\heatmap\_texttemplate.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\pie\_automargin.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\_line.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatter3d\line\colorbar\_outlinewidth.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_scatterpolargl.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolargl\_marker.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\scatterpolargl\marker\_colorbar.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_surface.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\table\cells\line\_color.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\polar\angularaxis\_ticks.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\yaxis\_zerolinecolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\scene\zaxis\_backgroundcolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\_aaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\baxis\_gridcolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\ternary\_caxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\yaxis\title\_standoff.py:5(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\linecache.py:37(getlines)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\dtypes\cast.py:739(infer_dtype_from)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\ops\__init__.py:229(to_series)
        2    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\indexes\base.py:7363(<listcomp>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\apply.py:82(frame_apply)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\generic.py:1699(_is_label_reference)
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\io\formats\format.py:631(is_truncated)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pandas\core\series.py:6257(_arith_method)
       20    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\core\callback.py:17(_update)
        9    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\_subplots.py:1054(_validate_coerce_subplot_type)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\pymoo\util\hv.py:1(<module>)
        1    0.000    0.000    0.013    0.013 c:\Virtual_Environments\theeng\lib\site-packages\plotly\offline\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_treemap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_legend.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_computed.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_shapes.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_extendsunburstcolors.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_uniformtext.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_selectiondefaults.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\_datarevision.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\barpolar\marker\pattern\_fillmode.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_carpet.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\_aaxis.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\carpet\baxis\_endlinecolor.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_choroplethmapbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validator_cache.py:1(<module>)
        1    0.000    0.000    0.001    0.001 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_contourcarpet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\validators\layout\template\data\_heatmap.py:5(__init__)
        1    0.000    0.000    0.000    0.000 c:\Virtual_Environments\theeng\lib\site-packages\plotly\graph_objs\_heatmap.py:1(<module>)
